id,session_id,group_id,stage,action,trigger_source,message,hint,scaffolds,metrics_snapshot_json,form_snapshot_json,created_at
decision-0090,synthetic-session,group-04,5,probe,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T14:47:10+00:00
decision-0091,synthetic-session,group-04,5,probe,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T14:53:02+00:00
decision-0092,synthetic-session,group-04,5,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T14:57:09+00:00
decision-0093,synthetic-session,group-04,5,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T15:00:14+00:00
decision-0094,synthetic-session,group-04,6,release,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T15:01:57+00:00
decision-0095,synthetic-session,group-04,6,release,help_click,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""fallback"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T15:04:00+00:00
decision-0096,synthetic-session,group-04,6,release,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 4, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T15:06:58+00:00
decision-0097,synthetic-session,group-05,0,scaffold,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt smooth"", ""thinkBox"": """"}",2026-01-01T15:10:53+00:00
decision-0098,synthetic-session,group-05,0,scaffold,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T15:14:19+00:00
decision-0099,synthetic-session,group-05,0,scaffold,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T15:18:29+00:00
decision-0100,synthetic-session,group-05,0,scaffold,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt coarse"", ""thinkBox"": """"}",2026-01-01T15:22:32+00:00
decision-0101,synthetic-session,group-05,1,scaffold,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T15:24:58+00:00
decision-0102,synthetic-session,group-05,1,scaffold,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T15:30:45+00:00
decision-0103,synthetic-session,group-05,1,scaffold,help_click,try describing sample 4 in your own words,,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt coarse"", ""thinkBox"": """"}",2026-01-01T15:36:53+00:00
decision-0104,synthetic-session,group-05,2,scaffold,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T15:40:51+00:00
decision-0105,synthetic-session,group-05,2,scaffold,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T15:44:57+00:00
decision-0106,synthetic-session,group-05,2,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt coarse"", ""thinkBox"": """"}",2026-01-01T15:49:53+00:00
decision-0107,synthetic-session,group-05,3,probe,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T15:54:09+00:00
decision-0108,synthetic-session,group-05,3,probe,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T15:55:47+00:00
decision-0109,synthetic-session,group-05,3,scaffold,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T16:00:03+00:00
decision-0110,synthetic-session,group-05,4,probe,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T16:00:58+00:00
decision-0111,synthetic-session,group-05,4,probe,idle,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T16:01:45+00:00
decision-0112,synthetic-session,group-05,4,scaffold,next_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T16:06:11+00:00
decision-0113,synthetic-session,group-05,5,redirect,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T16:07:37+00:00
decision-0114,synthetic-session,group-05,5,probe,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T16:09:31+00:00
decision-0115,synthetic-session,group-05,5,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T16:15:35+00:00
decision-0116,synthetic-session,group-05,6,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T16:17:00+00:00
decision-0117,synthetic-session,group-05,6,probe,idle,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T16:23:39+00:00
decision-0118,synthetic-session,group-05,6,redirect,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""fallback"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T16:24:32+00:00
decision-0119,synthetic-session,group-06,0,scaffold,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T16:25:32+00:00
decision-0120,synthetic-session,group-06,0,scaffold,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T16:29:58+00:00
decision-0121,synthetic-session,group-06,0,scaffold,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T16:33:55+00:00
decision-0122,synthetic-session,group-06,1,scaffold,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 0, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt smooth"", ""thinkBox"": """"}",2026-01-01T16:37:04+00:00
decision-0123,synthetic-session,group-06,1,scaffold,idle,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt smooth"", ""thinkBox"": """"}",2026-01-01T16:40:14+00:00
decision-0124,synthetic-session,group-06,1,scaffold,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T16:43:20+00:00
decision-0125,synthetic-session,group-06,2,scaffold,next_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T16:46:33+00:00
decision-0126,synthetic-session,group-06,2,scaffold,idle,try describing sample 2 in your own words,,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T16:49:48+00:00
decision-0127,synthetic-session,group-06,2,scaffold,next_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T16:55:55+00:00
decision-0128,synthetic-session,group-06,3,scaffold,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-01T17:00:06+00:00
decision-0129,synthetic-session,group-06,3,probe,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T17:01:22+00:00
decision-0130,synthetic-session,group-06,3,probe,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-01T17:07:14+00:00
decision-0131,synthetic-session,group-06,4,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt smooth"", ""thinkBox"": """"}",2026-01-01T17:13:00+00:00
decision-0132,synthetic-session,group-06,4,probe,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T17:16:39+00:00
decision-0133,synthetic-session,group-06,4,probe,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""fallback"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-01T17:17:32+00:00
decision-0134,synthetic-session,group-06,5,probe,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T17:24:08+00:00
decision-0135,synthetic-session,group-06,5,probe,idle,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 3, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt smooth"", ""thinkBox"": """"}",2026-01-01T17:26:50+00:00
decision-0136,synthetic-session,group-06,5,probe,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T17:32:37+00:00
decision-0137,synthetic-session,group-06,6,probe,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""fallback"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T17:35:09+00:00
decision-0138,synthetic-session,group-06,6,probe,help_click,try describing sample 1 in your own words,,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T17:37:30+00:00
decision-0139,synthetic-session,group-07,0,scaffold,next_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 0, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T17:43:57+00:00
decision-0140,synthetic-session,group-07,0,scaffold,idle,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 0, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt smooth"", ""thinkBox"": """"}",2026-01-01T17:49:39+00:00
decision-0141,synthetic-session,group-07,0,scaffold,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 0, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T17:55:07+00:00
decision-0142,synthetic-session,group-07,0,scaffold,idle,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T17:59:36+00:00
decision-0143,synthetic-session,group-07,1,scaffold,idle,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt smooth"", ""thinkBox"": """"}",2026-01-01T18:04:30+00:00
decision-0144,synthetic-session,group-07,1,scaffold,idle,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T18:07:34+00:00
decision-0145,synthetic-session,group-07,1,scaffold,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T18:13:09+00:00
decision-0146,synthetic-session,group-07,1,scaffold,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""fallback"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T18:15:32+00:00
decision-0147,synthetic-session,group-07,2,scaffold,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T18:19:05+00:00
decision-0148,synthetic-session,group-07,2,scaffold,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T18:21:02+00:00
decision-0149,synthetic-session,group-07,2,scaffold,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt smooth"", ""thinkBox"": """"}",2026-01-01T18:27:34+00:00
decision-0150,synthetic-session,group-07,2,scaffold,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T18:31:23+00:00
decision-0151,synthetic-session,group-07,3,scaffold,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T18:37:33+00:00
decision-0152,synthetic-session,group-07,3,scaffold,next_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T18:41:36+00:00
decision-0153,synthetic-session,group-07,3,probe,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T18:43:11+00:00
decision-0154,synthetic-session,group-07,4,scaffold,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T18:47:54+00:00
decision-0155,synthetic-session,group-07,4,scaffold,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T18:48:51+00:00
decision-0156,synthetic-session,group-07,4,scaffold,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T18:50:48+00:00
decision-0157,synthetic-session,group-07,4,scaffold,help_click,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""fallback"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T18:55:45+00:00
decision-0158,synthetic-session,group-07,5,scaffold,idle,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T18:59:59+00:00
decision-0159,synthetic-session,group-07,5,scaffold,idle,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T19:01:35+00:00
decision-0160,synthetic-session,group-07,5,scaffold,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T19:05:17+00:00
decision-0161,synthetic-session,group-07,5,probe,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 2, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt coarse"", ""thinkBox"": """"}",2026-01-01T19:08:23+00:00
decision-0162,synthetic-session,group-07,6,scaffold,idle,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T19:10:21+00:00
decision-0163,synthetic-session,group-07,6,scaffold,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T19:12:40+00:00
decision-0164,synthetic-session,group-07,6,scaffold,idle,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T19:16:02+00:00
decision-0165,synthetic-session,group-08,0,scaffold,next_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T19:19:15+00:00
decision-0166,synthetic-session,group-08,0,scaffold,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""local"", ""coreFilled"": 0, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt sticky"", ""thinkBox"": """"}",2026-01-01T19:24:25+00:00
decision-0167,synthetic-session,group-08,0,scaffold,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt smooth"", ""thinkBox"": """"}",2026-01-01T19:25:38+00:00
decision-0168,synthetic-session,group-08,0,scaffold,help_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt sticky"", ""thinkBox"": """"}",2026-01-01T19:31:24+00:00
decision-0169,synthetic-session,group-08,0,scaffold,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt smooth"", ""thinkBox"": """"}",2026-01-01T19:32:54+00:00
decision-0170,synthetic-session,group-08,1,scaffold,idle,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T19:36:31+00:00
decision-0171,synthetic-session,group-08,1,scaffold,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""fallback"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T19:38:15+00:00
decision-0172,synthetic-session,group-08,1,scaffold,help_click,try describing sample 2 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt sticky"", ""thinkBox"": """"}",2026-01-01T19:40:27+00:00
decision-0173,synthetic-session,group-08,1,scaffold,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 3.""]","{""source"": ""fallback"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 4 felt coarse"", ""thinkBox"": """"}",2026-01-01T19:46:25+00:00
decision-0174,synthetic-session,group-08,2,scaffold,next_click,try describing sample 3 in your own words,compare two samples side by side,"[""I noticed ____ about sample 2.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt coarse"", ""thinkBox"": """"}",2026-01-01T19:52:28+00:00
decision-0175,synthetic-session,group-08,2,scaffold,help_click,try describing sample 4 in your own words,compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""local"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt coarse"", ""thinkBox"": """"}",2026-01-01T19:58:56+00:00
decision-0176,synthetic-session,group-08,2,scaffold,idle,"keep going, you are doing well",compare two samples side by side,"[""I noticed ____ about sample 1.""]","{""source"": ""fallback"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 3 felt smooth"", ""thinkBox"": """"}",2026-01-01T20:03:10+00:00
decision-0177,synthetic-session,group-08,2,scaffold,help_click,try describing sample 1 in your own words,compare two samples side by side,"[""I noticed ____ about sample 4.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 2 felt coarse"", ""thinkBox"": """"}",2026-01-01T20:06:37+00:00
decision-0178,synthetic-session,group-08,3,scaffold,idle,try describing sample 1 in your own words,,"[""I noticed ____ about sample 1.""]","{""source"": ""llm"", ""coreFilled"": 1, ""coreTotal"": 4}","{""seeBox"": ""sample 1 felt sticky"", ""thinkBox"": """"}",2026-01-01T20:10:04+00:00
